top_pct,n,all_treated_mean_Y,model_mean_Y,model_gain_vs_all,model_improve_rate,state_baseline_mean_Y,gain_vs_state,inventory_baseline_mean_Y,gain_vs_inventory
10,11,2.178085883869651,-0.35673802850140407,-2.534823912371055,0.5454545454545454,-1.2553580102485684,0.8986199817471643,1.251184817007576,-1.60792284550898
20,22,2.178085883869651,1.513029297664202,-0.6650565862054492,0.5909090909090909,-1.131775035480347,2.644804333144549,3.0521520902063823,-1.5391227925421804
30,33,2.178085883869651,2.707369985588132,0.5292841017184808,0.6363636363636364,-0.46805026746043027,3.175420253048562,1.028256068308569,1.6791139172795628
40,44,2.178085883869651,3.185866910284318,1.007781026414667,0.6363636363636364,-0.07930446194407831,3.265171372228396,1.3254370622106106,1.8604298480737074
50,55,2.178085883869651,2.756305745751461,0.5782198618818097,0.5818181818181818,-0.3579931909760785,3.1142989367275393,1.264139668964543,1.4921660767869178
