sample,n,n_treat,ate_aipw,se,ci_low,ci_high,support_lo,support_hi,treated_outside_support_pct
full,2771,246,4.644459395941452,1.3842957537246852,1.9312397186410695,7.357679073241835,0.02,0.7578541284228607,2.032520325203252
common_support,2766,241,4.660791982596069,1.386762471413142,1.9427375386263108,7.378846426565827,0.02,0.7578541284228607,2.032520325203252
