seed,spearman,top20_overlap,cate_mean,cate_sd
101,1.0,1.0,1.972015568608468,6.942944254019609
102,0.591810860099488,0.5315068493150685,1.1386846351647184,6.421373841421068
103,0.5913876432618961,0.5095890410958904,1.6149871813123573,6.529091182347212
104,0.6115044780762702,0.5643835616438356,1.2215179994111427,6.811841302035384
105,0.5497149818379656,0.5232876712328767,1.536065721661063,8.999410656049275
106,0.5209254939699437,0.4712328767123288,0.7802941428440423,6.258369458829414
107,0.7121419295802373,0.5643835616438356,1.6564165023677135,6.982488598835897
108,0.6198846164377558,0.536986301369863,2.3400596047382254,6.624174729341269
109,0.6506981632799504,0.5671232876712329,1.557123718194595,8.24288391348935
110,0.7072863325011229,0.5753424657534246,2.6814347697407532,6.9962605290508915
111,0.5570727467979856,0.5150684931506849,1.0157694010891194,7.213012605049787
112,0.5264124985951546,0.5260273972602739,0.6352613220902907,6.545516430570525
