top_pct,n,model_dr,all_dr,gain_vs_all,state_dr,gain_vs_state,inventory_dr,gain_vs_inventory
10,151,-0.8431954487322225,5.503545639543227,-6.34674108827545,-4.13902667329902,3.295831224566798,3.262911854855805,-4.106107303588027
20,301,2.2778733142878216,5.503545639543227,-3.2256723252554056,-1.3617448830702348,3.6396181973580566,0.2543652868524714,2.02350802743535
30,451,4.7662353366108,5.503545639543227,-0.7373103029324275,1.3412513920094615,3.424983944601338,2.0609376142318734,2.7052977223789263
40,601,5.028680346653342,5.503545639543227,-0.4748652928898851,1.3041505584502582,3.7245297882030837,3.142588928695755,1.8860914179575872
50,751,4.888432692754917,5.503545639543227,-0.6151129467883099,2.2222777727192637,2.6661549200356536,4.21000392541583,0.6784287673390876
