ym,code,name,cat,wholesale,retail,demand,vol,amt,unitval,inv,fill,cost,profit,put,need,vol_d,should_cust,put_cust,ord_cust,ord_success,ord_success_put,fill_d,full_cust,util,full_surf,soc_vol,soc_inv,sell_rate,salable_days,vol_p,req,fill_p,should_cust_p,act_cust,put_surf,purch_surf,rep_cust2,rep_cust3,rep_cust4,rep_cust5,rep_rate2,rep_rate3,rep_rate4,rep_rate5,new_cust,ym_dt,month,year,price_index,gross_margin,inventory_ratio,demand_gap,unit_growth,amt_per_cust,channel_coverage,price_band,price_band_cat
202501,6901028936477,好猫(猴王磨砂),三类烟,106.0,120.0,2.732,2.712,6.5766,24250.0,55.508,99.267936,4.227378,1.592574,106.0,1.424,1.392,844.0,260.0,244.0,28.91,93.85,97.75,244.0,95.34,100.0,,,0.0,,2.71,2.73,99.27,844.0,479.0,17.4,56.75,187.0,0.0,0.0,0.0,39.04,0.0,0.0,0.0,184.0,2025-01-01,1,2025,1.1320754716981132,0.24215764984946628,20.467551622418878,-98.267936,,0.00779218009478673,0.3080568720379147,5,高档
202501,6901028221450,贵烟(跨越),一类烟,201.4,230.0,3.036,3.008,15.14528,50350.0,570.252,99.077734,9.23005,4.172846,201.4,0.016,0.016,844.0,4.0,4.0,0.47,100.0,100.0,4.0,100.0,100.0,,,0.0,,3.01,3.04,99.08,844.0,401.0,25.79,47.51,346.0,0.0,0.0,0.0,86.28,0.0,0.0,0.0,39.0,2025-01-01,1,2025,1.1420059582919562,0.27552121849183375,189.5784574468085,-98.077734,,0.017944644549763033,0.004739336492890996,5,高档
202501,6901028120708,利群(软长嘴),一类烟,318.0,360.0,2.556,2.496,19.8432,79500.0,337.432,97.652582,11.431057,6.129547,318.0,1.496,1.488,844.0,438.0,372.0,44.08,84.93,99.47,372.0,84.93,100.0,,,0.0,,2.5,2.56,97.65,844.0,441.0,24.45,52.25,119.0,60.0,0.0,0.0,26.98,13.61,0.0,0.0,319.0,2025-01-01,1,2025,1.1320754716981132,0.30889911909369455,135.18910256410257,-96.652582,,0.023510900473933647,0.518957345971564,5,高档
202501,6901028126007,黄山(新一品),三类烟,71.0,80.0,3.288,3.208,4.9323,15375.0,259.284,97.56691,3.170308,1.194189,71.0,,,844.0,,,0.0,,,,,,,,,,3.21,3.29,97.57,844.0,789.0,22.1,93.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-01-01,1,2025,1.1267605633802817,0.24211605133507694,80.82418952618453,-96.56691,,0.005843957345971563,,4,中高档
202501,6901028011785,真龙(起源),一类烟,212.0,250.0,0.24,0.228,1.2084,53000.0,119.492,95.0,0.73644,0.332937,212.0,0.284,0.268,844.0,68.0,67.0,7.94,98.53,94.37,67.0,98.53,100.0,,,0.0,,0.23,0.24,95.0,844.0,57.0,1.09,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2025-01-01,1,2025,1.179245283018868,0.2755188679245283,524.0877192982456,-94.0,,0.0014317535545023696,0.08056872037914692,5,高档
202501,8888075005524,555金·锐,二类烟,137.8,160.0,,,,,2.52,,,,137.8,0.012,0.0,844.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.1611030478955007,,,,,,,5,高档
202501,6901028107150,钻石(双中支荷花),一类烟,381.6,450.0,0.448,0.424,4.04496,95400.0,21.384,94.642857,2.330277,1.249343,381.6,,,844.0,,,0.0,,,,,,,,,,0.42,0.45,94.64,844.0,106.0,3.69,12.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2025-01-01,1,2025,1.1792452830188678,0.30886411732130853,50.43396226415094,-93.642857,,0.00479260663507109,,5,高档
202501,6901028169967,黄金叶(天叶),一类烟,678.4,1000.0,0.096,0.092,1.56032,169600.0,360.78,95.833333,0.899125,0.48168,678.4,8.512,8.208,844.0,816.0,692.0,81.99,84.8,96.43,690.0,93.49,99.71,,,0.0,,0.09,0.1,95.83,844.0,19.0,0.63,2.25,4.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0,19.0,2025-01-01,1,2025,1.474056603773585,0.30870590648072194,3921.5217391304345,-94.833333,,0.0018487203791469192,0.966824644549763,5,高档
202501,6901028339957,云烟(细支云龙),二类烟,129.3,150.0,4.82,4.752,15.36084,32325.0,1806.348,98.589212,9.874656,3.718497,129.3,,,844.0,,,0.0,,,,,,,,,,4.75,4.82,98.59,844.0,725.0,34.23,85.9,406.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,360.0,2025-01-01,1,2025,1.160092807424594,0.2420764098838345,380.12373737373736,-97.589212,,0.018200047393364928,,5,高档
202501,6901028177771,大青山(昭君和亲),二类烟,129.3,150.0,0.012,0.0,0.0,,0.0,0.0,0.0,0.0,129.3,0.136,0.124,844.0,33.0,31.0,3.67,93.94,91.18,31.0,93.94,100.0,,,0.0,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.160092807424594,,,1.0,,0.0,0.03909952606635071,5,高档
