ym,code,name,cat,wholesale,retail,demand,vol,amt,unitval,inv,fill,cost,profit,put,need,vol_daily,should_cust,put_cust,ord_cust,ord_success,ord_success_put,fill_daily,full_cust,util,full_surf,soc_vol,soc_inv,sell_rate,salable_days,vol_purchase,req,fill_purchase,should_cust_purchase,act_cust,put_surf,purch_surf,rep_cust2,rep_cust3,rep_cust4,rep_cust5,rep_rate2,rep_rate3,rep_rate4,rep_rate5,new_cust,date,month,price_index,gross_margin,inventory_ratio,demand_gap,amt_per_cust,channel_coverage,price_band_cat,S,S_prev,S_next,Y,T,util_pre,fill_pre,full_surf_pre,ord_success_pre,price_index_pre,gross_margin_pre,unitval_pre,inventory_ratio_pre,channel_coverage_pre,demand_gap_pre,amt_per_cust_pre,new_cust_pre,S_pre,cat_一类烟,cat_三类烟,cat_二类烟,cat_五类烟,cat_四类烟,band_中低档,band_中档,band_中高档,band_高档,band_低档,CATE,CATE_lo,CATE_hi,sensitivity,ps
202604,4891132530116,红双喜(南洋经典),三类烟,67.95,80.0,0.008,0.0,0.0,,0.544,0.0,0.0,0.0,0.0,,,832.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01,4,1.177336276674025,,,100.0,0.0,,中高档,31.127136627422548,31.127136627422548,31.127136627422548,0.0,0,87.85,0.0,100.0,0.0,1.177336276674025,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,100.0,0.0,8.0,31.127136627422548,0,1,0,0,0,0,0,1,0,0,-2.8787564651797184,-5.375536155872851,-0.3819767744865863,低敏感,0.06868095209946015
202605,4891132530116,红双喜(南洋经典),三类烟,67.95,80.0,0.008,0.0,0.0,,0.54,0.0,0.0,0.0,0.0,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-01,5,1.177336276674025,,,100.0,0.0,,中高档,31.127136627422548,31.127136627422548,18.64279978980213,-12.484336837620418,0,87.85,0.0,100.0,0.0,1.177336276674025,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,100.0,0.0,8.0,31.127136627422548,0,1,0,0,0,0,0,1,0,0,-2.8787564651797184,-5.375536155872851,-0.3819767744865863,低敏感,0.06868095209946015
202606,4891132530116,红双喜(南洋经典),三类烟,67.95,80.0,0.008,0.0,0.0,,76.536,0.0,0.0,0.0,0.004,,,829.0,1.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,2026-06-01,6,1.177336276674025,,,100.0,0.0,0.120627261761158,中高档,18.64279978980213,31.127136627422548,29.036078667310917,-2.0910579601116304,0,87.85,0.0,100.0,3.565,1.177336276674025,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,100.0,0.0,8.0,31.127136627422548,0,1,0,0,0,0,0,1,0,0,-2.2936504153319506,-4.409937532635746,-0.17736329802815387,低敏感,0.06974540191414992
202507,4891132601014,红双喜(爱国绿中支),一类烟,225.73,280.0,,,,,25.74,,,,0.0,,,843.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-01,7,1.240419970761529,,,,,,高档,50.225526719737736,50.225526719737736,35.14860021382431,-15.076926505913427,0,87.85,98.4588995,100.0,0.0,1.240419970761529,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,1.5411004999999989,0.00279431071681765,8.0,50.225526719737736,1,0,0,0,0,0,0,0,1,0,-2.2321645027270454,-4.617627097477095,0.1532980920230047,低敏感,0.23478928745183408
202508,4891132601014,红双喜(爱国绿中支),一类烟,225.73,280.0,0.02,0.0,0.0,,16.084,0.0,0.0,0.0,0.0,,,842.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01,8,1.240419970761529,,,100.0,0.0,,高档,35.14860021382431,50.225526719737736,48.30230796195614,-1.9232187577815978,0,87.85,98.4588995,100.0,0.0,1.240419970761529,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,1.5411004999999989,0.00279431071681765,8.0,50.225526719737736,1,0,0,0,0,0,0,0,1,0,-2.2321645027270454,-4.617627097477095,0.1532980920230047,低敏感,0.23478928745183408
202509,4891132601014,红双喜(爱国绿中支),一类烟,225.73,280.0,0.032,0.032,0.180584,56432.5,3.008,100.0,0.119108,0.0407,0.0,,,846.0,,,0.0,,,,,,,,,,0.03,0.03,100.0,846.0,4.0,0.28,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-09-01,9,1.240419970761529,0.2253798786160457,94.0,0.0,0.0002134562647754,,高档,48.30230796195614,35.14860021382431,50.225526719737736,15.076926505913427,0,87.85,0.0,100.0,0.0,1.240419970761529,0.2421843988899113,41870.0,317.3855421686747,23.452380952380956,100.0,0.0,8.0,35.14860021382431,1,0,0,0,0,0,0,0,1,0,-2.570820732709938,-5.6878005849275475,0.5461591195076729,低敏感,0.017303216913482043
202510,4891132601014,红双喜(爱国绿中支),一类烟,225.73,280.0,,,,,10.244,,,,0.0,,,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-01,10,1.240419970761529,,,,,,高档,50.225526719737736,48.30230796195614,48.33039147734425,0.02808351538811138,0,87.85,100.0,100.0,0.0,1.240419970761529,0.2253798786160457,56432.5,94.0,23.452380952380956,0.0,0.0002134562647754,4.0,48.30230796195614,1,0,0,0,0,0,0,0,1,0,-1.5467317789588644,-3.7728554980933784,0.6793919401756483,中敏感,0.1304437116446065
202502,6901028000833,双喜(软经典),三类烟,97.0,110.0,4.472,4.412,10.6991,24250.0,1357.14,98.658318,6.877244,2.590908,2.944,2.144,2.136,846.0,736.0,534.0,63.12,72.55,99.63,534.0,72.55,100.0,,,0.0,,,,,,,,,,,,,,,,,,2025-02-01,2,1.134020618556701,0.2421613032871924,307.60199456029017,1.3416820000000058,0.0126466903073286,86.99763593380615,中高档,53.23115223308046,56.56034397569254,43.89618321709584,-12.6641607585967,0,89.29,99.080695,99.68,74.53,1.134020618556701,0.242164735891168,24250.0,67.69432989690722,95.8530805687204,0.9193049999999944,0.0222962085308056,3.0,56.56034397569254,0,1,0,0,0,0,0,1,0,0,-2.2539215494813587,-4.264558509105495,-0.24328458985722357,低敏感,0.5977764995861029
202503,6901028000833,双喜(软经典),三类烟,97.0,110.0,0.928,0.888,2.1534,24250.0,1118.004,95.689655,1.384173,0.521475,3.216,2.22,2.196,845.0,402.0,276.0,32.66,68.66,98.92,273.0,68.28,98.91,,,0.0,,0.89,0.93,95.69,845.0,111.0,6.58,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-03-01,3,1.134020618556701,0.2421635553078852,1259.013513513513,4.310344999999998,0.0025484023668639,47.57396449704142,中高档,43.89618321709584,53.23115223308046,51.18456254739829,-2.0465896856821644,0,72.55,98.658318,100.0,63.12,1.134020618556701,0.2421613032871924,24250.0,307.60199456029017,86.99763593380615,1.3416820000000058,0.0126466903073286,8.0,53.23115223308046,0,1,0,0,0,0,0,1,0,0,-1.664231613982054,-2.612330028657547,-0.7161331993065592,中敏感,0.5912860640065362
202504,6901028000833,双喜(软经典),三类烟,97.0,110.0,8.796,8.744,21.2042,24250.0,1127.284,99.408822,13.629733,5.134891,5.808,3.052,3.048,844.0,726.0,387.0,45.85,53.31,99.87,375.0,52.48,96.9,,,0.0,,8.74,8.8,99.41,844.0,809.0,67.62,95.85,285.0,0.0,0.0,0.0,35.23,0.0,0.0,0.0,3.0,2025-04-01,4,1.134020618556701,0.2421638637628394,128.92086001829827,0.5911779999999993,0.0251234597156398,86.01895734597157,中高档,51.18456254739829,43.89618321709584,43.543379281724356,-0.35280393537148313,0,68.28,95.689655,98.91,32.66,1.134020618556701,0.2421635553078852,24250.0,1259.013513513513,47.57396449704142,4.310344999999998,0.0025484023668639,8.0,43.89618321709584,0,1,0,0,0,0,0,1,0,0,-1.455251098771683,-3.1276533621752147,0.21715116463184692,中敏感,0.6176419694408456
202505,6901028000833,双喜(软经典),三类烟,97.0,110.0,8.604,8.56,20.758,24250.0,1747.756,99.48861,13.34292,5.02684,2.368,1.908,1.884,840.0,296.0,237.0,28.21,80.07,98.74,234.0,79.56,98.73,,,0.0,,8.56,8.6,99.49,840.0,819.0,67.42,97.5,252.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,2.0,2025-05-01,5,1.134020618556701,0.2421639849696502,204.1771028037383,0.5113900000000058,0.0247119047619047,35.23809523809524,中高档,43.543379281724356,51.18456254739829,54.084570912520505,2.9000083651222113,0,52.48,99.408822,96.9,45.85,1.134020618556701,0.2421638637628394,24250.0,128.92086001829827,86.01895734597157,0.5911779999999993,0.0251234597156398,3.0,51.18456254739829,0,1,0,0,0,0,0,1,0,0,-2.060764679496025,-3.679276209705167,-0.4422531492868862,低敏感,0.611711202787542
202506,6901028000833,双喜(软经典),三类烟,97.0,110.0,13.196,13.136,31.8548,24250.0,2041.488,99.545317,20.475753,7.714103,7.816,4.296,4.276,838.0,833.0,471.0,56.21,56.54,99.53,458.0,54.71,97.24,,,0.0,,13.14,13.2,99.55,838.0,819.0,76.36,97.73,480.0,91.0,0.0,0.0,58.61,11.11,0.0,0.0,4.0,2025-06-01,6,1.134020618556701,0.2421645403518464,155.41169305724728,0.4546830000000028,0.0380128878281622,99.40334128878284,中高档,54.084570912520505,43.543379281724356,48.90623896692732,5.362859685202963,0,79.56,99.48861,98.73,28.21,1.134020618556701,0.2421639849696502,24250.0,204.1771028037383,35.23809523809524,0.5113900000000058,0.0247119047619047,2.0,43.543379281724356,0,1,0,0,0,0,0,1,0,0,-1.8944962565785624,-2.9420682486103775,-0.8469242645467459,低敏感,0.631098375493908
202507,6901028000833,双喜(软经典),三类烟,97.0,110.0,12.628,12.492,30.2931,24250.0,781.852,98.923028,19.471907,7.335925,8.152,4.84,4.772,843.0,611.0,395.0,46.86,64.65,98.6,381.0,58.54,96.46,,,0.0,,12.49,12.63,98.92,843.0,697.0,50.2,82.68,268.0,4.0,0.0,0.0,38.45,0.57,0.0,0.0,6.0,2025-07-01,7,1.134020618556701,0.2421648824319729,62.58821645853345,1.0769719999999978,0.0359348754448398,72.47924080664293,中高档,48.90623896692732,54.084570912520505,42.198705027455055,-11.88586588506545,0,54.71,99.545317,97.24,56.21,1.134020618556701,0.2421645403518464,24250.0,155.41169305724728,99.40334128878284,0.4546830000000028,0.0380128878281622,4.0,54.084570912520505,0,1,0,0,0,0,0,1,0,0,-1.9862319365670684,-3.5690679266899217,-0.40339594644421406,低敏感,0.6033109031910472
202508,6901028000833,双喜(软经典),三类烟,97.0,110.0,6.692,6.608,16.0244,24250.0,783.324,98.74477,10.30022,3.880548,5.744,1.98,1.928,842.0,423.0,220.0,26.13,52.01,97.37,210.0,33.57,95.45,,,0.0,,6.61,6.69,98.74,842.0,824.0,50.33,97.86,4.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,3.0,2025-08-01,8,1.134020618556701,0.2421649484536082,118.54176755447942,1.2552299999999974,0.0190313539192399,50.2375296912114,中高档,42.198705027455055,48.90623896692732,51.896596943822296,2.990357976894977,0,58.54,98.923028,96.46,46.86,1.134020618556701,0.2421648824319729,24250.0,62.58821645853345,72.47924080664293,1.0769719999999978,0.0359348754448398,6.0,48.90623896692732,0,1,0,0,0,0,0,1,0,0,-1.7254888283824175,-4.29984594741606,0.8488682906512255,中敏感,0.6296354373214859
202509,6901028000833,双喜(软经典),三类烟,97.0,110.0,4.304,4.24,10.282,24250.0,888.2,98.513011,6.609451,2.489589,15.152,4.964,4.868,846.0,845.0,347.0,41.02,41.07,98.07,332.0,32.13,95.68,,,0.0,,4.24,4.3,98.51,846.0,531.0,38.39,62.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-01,9,1.134020618556701,0.24213081112624,209.4811320754717,1.486988999999994,0.0121536643026004,99.88179669030734,中高档,51.896596943822296,42.198705027455055,48.23211549739344,6.0334104699383815,0,33.57,98.74477,95.45,26.13,1.134020618556701,0.2421649484536082,24250.0,118.54176755447942,50.2375296912114,1.2552299999999974,0.0190313539192399,3.0,42.198705027455055,0,1,0,0,0,0,0,1,0,0,-1.322525740597476,-3.4546983943400864,0.8096469131451338,中敏感,0.6422783227989859
202510,6901028000833,双喜(软经典),三类烟,97.0,110.0,0.892,0.832,2.0176,24250.0,702.748,93.273543,1.296903,0.488569,19.2,4.496,4.432,847.0,847.0,231.0,27.27,27.27,98.58,188.0,23.08,81.39,,,0.0,,0.83,0.89,93.27,847.0,104.0,6.2,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-10-01,10,1.134020618556701,0.2421535487708168,844.6490384615386,6.726456999999996,0.002382054309327,100.0,中高档,48.23211549739344,51.896596943822296,50.169225525176294,-1.7273714186460012,1,32.13,98.513011,95.68,41.02,1.134020618556701,0.24213081112624,24250.0,209.4811320754717,99.88179669030734,1.486988999999994,0.0121536643026004,8.0,51.896596943822296,0,1,0,0,0,0,0,1,0,0,-1.3821444262225122,-3.1096960185939664,0.34540716614893974,中敏感,0.6018882152485538
202511,6901028000833,双喜(软经典),三类烟,97.0,110.0,7.864,7.8,18.915,24250.0,1468.772,99.186165,12.158817,4.579983,10.872,2.132,2.104,849.0,849.0,205.0,24.15,24.15,98.69,183.0,19.35,89.27,,,0.0,,7.8,7.86,99.19,849.0,810.0,60.22,95.41,167.0,0.0,0.0,0.0,20.62,0.0,0.0,0.0,11.0,2025-11-01,11,1.134020618556701,0.2421349722442506,188.30410256410252,0.8138349999999974,0.0222791519434628,100.0,中高档,50.169225525176294,48.23211549739344,42.78490656682303,-5.447208930570405,0,23.08,93.273543,81.39,27.27,1.134020618556701,0.2421535487708168,24250.0,844.6490384615386,100.0,6.726456999999996,0.002382054309327,8.0,48.23211549739344,0,1,0,0,0,0,0,1,0,0,-1.1519285342022687,-2.8657542303083936,0.5618971619038553,高敏感,0.7521195502700555
202512,6901028000833,双喜(软经典),三类烟,97.0,110.0,2.864,2.856,6.9258,24250.0,836.548,99.72067,4.452257,1.676719,7.268,0.46,0.448,848.0,577.0,59.0,6.96,10.23,97.39,53.0,6.16,89.83,,,0.0,,2.86,2.86,99.72,848.0,358.0,15.07,42.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-12-01,12,1.134020618556701,0.2420975194201392,292.9089635854342,0.2793300000000016,0.008167216981132,68.04245283018868,中高档,42.78490656682303,50.169225525176294,51.889218127597445,1.7199926024211507,0,19.35,99.186165,89.27,24.15,1.134020618556701,0.2421349722442506,24250.0,188.30410256410252,100.0,0.8138349999999974,0.0222791519434628,11.0,50.169225525176294,0,1,0,0,0,0,0,1,0,0,-1.3690920434619809,-3.0928081053471947,0.35462401842323277,中敏感,0.6728329094603388
202601,6901028000833,双喜(软经典),三类烟,97.0,110.0,10.312,10.212,24.7641,24250.0,837.376,99.030256,15.917967,5.996985,7.184,2.648,2.62,845.0,834.0,284.0,33.61,34.05,98.94,265.0,36.47,93.31,,,0.0,,10.21,10.31,99.03,845.0,798.0,43.08,94.44,728.0,0.0,0.0,0.0,91.23,0.0,0.0,0.0,4.0,2026-01-01,1,1.134020618556701,0.2421644638811828,81.99921660791226,0.9697440000000056,0.0293066272189349,98.698224852071,中高档,51.889218127597445,42.78490656682303,42.38350568382509,-0.4014008829979403,0,6.16,99.72067,89.83,6.96,1.134020618556701,0.2420975194201392,24250.0,292.9089635854342,68.04245283018868,0.2793300000000016,0.008167216981132,8.0,42.78490656682303,0,1,0,0,0,0,0,1,0,0,-1.360471527471507,-2.483834780581798,-0.23710827436121584,中敏感,0.6849164818996255
202602,6901028000833,双喜(软经典),三类烟,97.0,110.0,15.952,15.628,37.8979,24250.0,1375.52,97.968907,24.360149,9.177541,0.0,,,842.0,,,,,,,,,,,,,15.63,15.95,97.97,842.0,822.0,87.85,97.62,767.0,0.0,0.0,0.0,93.31,0.0,0.0,0.0,1.0,2026-02-01,2,1.134020618556701,0.2421648956802355,88.01638085487586,2.0310929999999985,0.0450093824228028,,中高档,42.38350568382509,51.889218127597445,47.72690750589125,-4.162310621706197,0,36.47,99.030256,93.31,33.61,1.134020618556701,0.2421644638811828,24250.0,81.99921660791226,98.698224852071,0.9697440000000056,0.0293066272189349,4.0,51.889218127597445,0,1,0,0,0,0,0,1,0,0,-1.5821125588787346,-3.7714156644485435,0.6071905466910736,中敏感,0.6274316408096959
202603,6901028000833,双喜(软经典),三类烟,97.0,110.0,9.952,9.924,24.0657,24250.0,1148.056,99.71865,15.469035,5.827869,41.864,3.484,3.424,839.0,839.0,184.0,21.93,21.93,98.28,140.0,8.18,76.09,,,0.0,,9.92,9.95,99.72,839.0,792.0,55.3,94.4,183.0,0.0,0.0,0.0,23.11,0.0,0.0,0.0,,2026-03-01,3,1.134020618556701,0.2421649484536082,115.68480451430877,0.2813500000000033,0.02868379022646,100.0,中高档,47.72690750589125,42.38350568382509,48.240331657720354,5.856825973895262,0,87.85,97.968907,100.0,3.565,1.134020618556701,0.2421648956802355,24250.0,88.01638085487586,23.452380952380956,2.0310929999999985,0.0450093824228028,1.0,42.38350568382509,0,1,0,0,0,0,0,1,0,0,-1.6477481402850511,-3.0705922221393713,-0.22490405843073025,中敏感,0.5812909076376506
202604,6901028000833,双喜(软经典),三类烟,97.0,110.0,6.756,6.348,15.3939,24250.0,532.92,93.960924,9.894947,3.727861,11.728,1.0,0.972,832.0,832.0,101.0,12.14,12.14,97.2,88.0,8.29,87.13,,,0.0,,6.35,6.76,93.96,832.0,588.0,43.28,70.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2026-04-01,4,1.134020618556701,0.2421648185320159,83.95085066162571,6.039075999999994,0.0185022836538461,100.0,中高档,48.240331657720354,47.72690750589125,31.611307798333925,-16.115599707557323,1,8.18,99.71865,76.09,21.93,1.134020618556701,0.2421649484536082,24250.0,115.68480451430877,100.0,0.2813500000000033,0.02868379022646,8.0,47.72690750589125,0,1,0,0,0,0,0,1,0,0,-1.586861250227083,-3.5729495707230994,0.3992270702689287,中敏感,0.8168992382679848
