base_rows,analysis_n,analysis_specs,analysis_treated,oot_n,oot_months,top30_month_mean,top30_positive_months,top30_boot_ci_low,top30_boot_ci_high,top30_gain_vs_all,top30_gain_vs_state,top30_gain_vs_inventory,seed_spearman_median,seed_top20_overlap_median,support_ate,support_ci_low,support_ci_high,treated_outside_pct,negative_control,negative_control_ci_low,negative_control_ci_high,state_indicator_coverage
3149,1825,177,253,1059,10,2.528191683830152,7,-5.989499605888051,5.927500564008486,0.4697526930726505,-2.49370524822544,2.6570311367497905,0.591810860099488,0.5315068493150685,2.5770813401843387,0.45552173402909846,4.698640946339578,0.3952569169960474,-0.8887777086886592,-3.7917475946234527,2.0141921772461346,"{'price_index': 1.0, 'gross_margin': 0.6093998094633217, 'inventory_ratio': 0.6093998094633217, 'sell_rate': 0.5306446490949508}"
