top_fraction,n,mean_dr_top,mean_dr_all,dr_gain,gain_ci_low,gain_ci_high,auuc
0.1,289,14.65581642525073,5.8718139759816115,8.784002449269119,,,0.8214989378309407
0.2,578,12.675251074279448,5.8718139759816115,6.803437098297836,1.9259457529284638,10.700600536899813,0.8214989378309407
0.3,866,10.844990405379367,5.8718139759816115,4.973176429397755,,,0.8214989378309407
