timestamp,n,n_specs,n_treated,state_indicators,n_x,time_validation_folds,time_spearman_median,time_top20_gain_mean,oof_top20_gain,oof_top20_gain_ci,oof_auuc,seed_spearman_median,seed_top20_jaccard_median,support_retained_share,support_treated_retained_share,full_mean_cate,support_mean_cate,support_mean_cate_ci,support_bounds
0916_0003,2886,203,277,"['price_index', 'gross_margin', 'inventory_ratio']",22,4,0.17801352312282887,8.80748814970063,6.803437098297836,"[1.9259457529284638, 10.700600536899813]",0.8214989378309407,0.9228345751129398,0.8375796178343949,0.6628551628551629,0.9891696750902527,4.149355395191923,6.299333474683954,"[5.714760348470517, 6.8990279556757415]","[0.16856453157588258, 0.95]"
