base_rows,analysis_n,analysis_specs,analysis_treated,oot_n,oot_months,top30_month_mean,top30_positive_months,top30_boot_ci_low,top30_boot_ci_high,top30_gain_vs_all,top30_gain_vs_state,top30_gain_vs_inventory,seed_spearman_median,seed_top20_overlap_median,support_ate,support_ci_low,support_ci_high,treated_outside_pct,negative_control,negative_control_ci_low,negative_control_ci_high,state_indicator_coverage
3149,1825,177,272,1059,10,0.4828609092744657,5,-4.2759342956914175,7.4507038393865574,1.4342084587244954,-0.9142464189049531,4.370449095424932,0.676554945490239,0.6109589041095891,2.34028829400476,0.15508870403717978,4.52548788397234,0.7352941176470589,0.12050343848034104,-2.3882143013229173,2.6292211782835997,"{'price_index': 1.0, 'gross_margin': 0.6093998094633217, 'inventory_ratio': 0.6093998094633217, 'sell_rate': 0.5306446490949508}"
