top_fraction,n,mean_dr_top,mean_dr_all,dr_gain,ci_low,ci_high,auuc
0.1,127,-0.16539578453619522,-0.606243216651206,0.44084743211501076,,,0.18081509066743057
0.2,254,0.41576424920815175,-0.606243216651206,1.0220074658593576,-0.008519374337217061,1.9759682773077127,0.18081509066743057
0.3,380,0.2043736933802067,-0.606243216651206,0.8106169100314127,,,0.18081509066743057
