code,ym,T,propensity,in_support
6901028111270,202512,0.0,0.29012620587487054,True
6901028111270,202602,1.0,0.33796342343535996,True
6901028111270,202604,0.0,0.28723979051453313,True
6901028111270,202605,0.0,0.3422170540277178,True
6901028111270,202606,0.0,0.26876325653459626,True
6901028111546,202602,0.0,0.5715035570898083,True
6901028111546,202604,0.0,0.5504607310146483,True
6901028111546,202605,0.0,0.7724849160475651,True
6901028112505,202512,1.0,0.6026207442646819,True
6901028112505,202602,0.0,0.7422262359955887,True
6901028112505,202604,0.0,0.49525299968862785,True
6901028112505,202605,1.0,0.5963186822941978,True
6901028112505,202606,0.0,0.6605532187191164,True
6901028118187,202502,0.0,0.2740721639512002,True
6901028118187,202503,0.0,0.43222532351192333,True
6901028118187,202504,0.0,0.18275169015593393,True
6901028118187,202505,0.0,0.2435388013887705,True
6901028118187,202506,0.0,0.21750543885309612,True
6901028118187,202507,0.0,0.3134255418443276,True
6901028118187,202508,0.0,0.19658155241213754,True
6901028118187,202509,0.0,0.10286447757311862,True
6901028118187,202510,0.0,0.21211598947776342,True
6901028118187,202511,0.0,0.25968734103832786,True
6901028118187,202512,0.0,0.21715969248662487,True
6901028118187,202601,0.0,0.3105335780518321,True
6901028118187,202602,0.0,0.30739018589976963,True
6901028118187,202603,0.0,0.13608150780026368,True
6901028118187,202604,0.0,0.21381218045534725,True
6901028118187,202605,0.0,0.40095093683342964,True
6901028118187,202606,0.0,0.34849353095928,True
6901028118828,202502,1.0,0.3863866662072714,True
6901028118828,202504,0.0,0.44563067925117816,True
6901028118828,202508,1.0,0.4164602500292619,True
6901028118828,202510,0.0,0.3604631415903338,True
6901028118828,202511,0.0,0.5501368603361545,True
6901028118828,202512,0.0,0.3971888011494667,True
6901028118828,202601,0.0,0.43248017189145216,True
6901028118828,202602,0.0,0.48791764798296333,True
6901028118828,202603,0.0,0.4237486879239069,True
6901028118828,202604,0.0,0.4660755535312283,True
6901028118828,202605,0.0,0.6799454694283698,True
6901028118828,202606,1.0,0.5795413138219138,True
6901028119009,202601,1.0,0.5555169952649794,True
6901028119009,202602,0.0,0.7549844337331583,True
6901028119009,202603,0.0,0.5542190957389899,True
6901028119009,202604,0.0,0.678690744200201,True
6901028119009,202605,0.0,0.6670969129604168,True
6901028119009,202606,0.0,0.6847576597814224,True
6901028120708,202502,0.0,0.6523842633109247,True
6901028120708,202503,1.0,0.5697465209868258,True
6901028120708,202504,0.0,0.5797373539629099,True
6901028120708,202509,0.0,0.6277983883032612,True
6901028120708,202602,0.0,0.7342891217031832,True
6901028120708,202603,0.0,0.4476731240428106,True
6901028120708,202604,0.0,0.5464394578827085,True
6901028120708,202605,0.0,0.6930148811259875,True
6901028120708,202606,1.0,0.640153603366389,True
6901028121736,202502,0.0,0.6534202735699203,True
6901028121736,202503,0.0,0.4594683170618723,True
6901028121828,202602,0.0,0.5992561362943178,True
6901028121828,202603,0.0,0.43079476125424065,True
6901028121828,202604,0.0,0.4935086281254607,True
6901028121828,202605,0.0,0.5196407451715163,True
6901028121828,202606,0.0,0.7021650555023833,True
6901028123266,202502,0.0,0.6341281486589421,True
6901028123266,202503,1.0,0.5952642477419545,True
6901028123266,202505,1.0,0.5048958017752132,True
6901028124058,202502,0.0,0.5820084222936658,True
6901028124058,202503,0.0,0.4611700671685944,True
6901028124058,202504,0.0,0.41454987913495356,True
6901028124058,202505,0.0,0.5022837349272635,True
6901028124058,202509,0.0,0.4247935362384293,True
6901028124058,202510,0.0,0.4226665900199344,True
6901028124058,202511,0.0,0.8556528358240854,True
6901028124058,202512,0.0,0.4950596774275556,True
6901028124058,202601,0.0,0.43086128631234055,True
6901028124058,202602,0.0,0.6015303802443511,True
6901028124058,202603,0.0,0.3799776846768696,True
6901028124058,202604,0.0,0.4503141323465106,True
6901028124058,202605,1.0,0.7087442263353277,True
6901028124058,202606,0.0,0.7400176556452855,True
6901028125970,202502,0.0,0.7460006724211756,True
6901028125970,202503,0.0,0.6094784167905399,True
6901028125970,202504,0.0,0.4194833918183236,True
6901028125970,202511,0.0,0.7496339381495731,True
6901028125970,202601,1.0,0.2969811986600367,True
6901028125970,202602,0.0,0.5973756745344719,True
6901028125970,202603,0.0,0.5127975839506776,True
6901028125970,202604,0.0,0.42473310567182543,True
6901028125970,202605,0.0,0.5597685088850108,True
6901028125970,202606,1.0,0.5349486407498282,True
6901028126007,202502,1.0,0.5482283782171619,True
6901028126007,202503,0.0,0.627381356970367,True
6901028126007,202504,0.0,0.27318233929013597,True
6901028126007,202505,0.0,0.47907586536048585,True
6901028133333,202505,0.0,0.3818543340411348,True
6901028133333,202506,0.0,0.6276888078921832,True
