group,n,mean_tau,mean_Y,mean_L1_S
treated_top20_tau,35,0.07202611517945409,-0.3969185505162768,45.50165320651828
treated_bottom20_tau,35,-1.0638753805384848,3.1467880050243524,54.79941590883601
