timestamp,n,n_specs,n_treated,state_indicators,n_x,time_folds,time_spearman_median,time_top20_gain_mean,oof_top20_gain,oof_top20_gain_ci,oof_auuc,seed_spearman_median,seed_top20_jaccard_median,support_retained_share,treated_retained_share,full_dr_ate,full_dr_ate_ci,support_dr_ate,support_dr_ate_ci,support_bounds
0916_0014,1266,150,171,"['price_index', 'gross_margin', 'inventory_ratio', 'unit_growth']",35,4,0.17868329307200864,1.0611757188569355,1.0220074658593576,"[-0.008519374337217061, 1.9759682773077127]",0.18081509066743057,0.8600879130799021,0.5333333333333333,0.9834123222748815,0.9883040935672515,-0.606243216651206,"[-1.3333642536569263, 0.08933430256207249]",-0.5898055032396609,"[-1.1841714405870007, 0.006359216434097072]","[0.09877909587172193, 0.95]"
