n_seeds,spearman_median,spearman_min,top20_jaccard_median,top20_jaccard_min,median_cate_sd,p90_cate_sd
10,0.8600879130799021,0.8086925171948594,0.5333333333333333,0.4498567335243553,0.14299662097027188,0.19157623702303878
